timestamp,close
2025-01-04 06:35:00,98073.04
2025-01-04 06:40:00,98055.49
2025-01-04 06:45:00,98072.35
2025-01-04 06:50:00,98169.99
2025-01-04 06:55:00,98127.54
2025-01-04 07:00:00,98100.79
2025-01-04 07:05:00,98156.8
2025-01-04 07:10:00,98228.83
2025-01-04 07:15:00,98230.26
2025-01-04 07:20:00,98156.0
2025-01-04 07:25:00,98193.71
2025-01-04 07:30:00,98179.62
2025-01-04 07:35:00,98218.12
2025-01-04 07:40:00,98291.03
2025-01-04 07:45:00,98285.17
2025-01-04 07:50:00,98241.62
2025-01-04 07:55:00,98271.88
2025-01-04 08:00:00,98277.28
2025-01-04 08:05:00,98257.11
2025-01-04 08:10:00,98248.99
2025-01-04 08:15:00,98201.91
2025-01-04 08:20:00,98140.01
2025-01-04 08:25:00,98185.85
2025-01-04 08:30:00,98235.69
2025-01-04 08:35:00,98152.73
2025-01-04 08:40:00,98136.76
2025-01-04 08:45:00,98085.08
2025-01-04 08:50:00,97958.0
2025-01-04 08:55:00,97906.07
2025-01-04 09:00:00,97946.33
2025-01-04 09:05:00,97850.0
2025-01-04 09:10:00,97850.0
2025-01-04 09:15:00,97853.75
2025-01-04 09:20:00,97902.2
2025-01-04 09:25:00,97873.39
2025-01-04 09:30:00,97848.84
2025-01-04 09:35:00,97777.73
2025-01-04 09:40:00,97804.33
2025-01-04 09:45:00,97630.39
2025-01-04 09:50:00,97726.71
2025-01-04 09:55:00,97690.37
2025-01-04 10:00:00,97682.01
2025-01-04 10:05:00,97650.56
2025-01-04 10:10:00,97708.93
2025-01-04 10:15:00,97649.55
2025-01-04 10:20:00,97663.21
2025-01-04 10:25:00,97736.17
2025-01-04 10:30:00,97808.6
2025-01-04 10:35:00,97806.09
2025-01-04 10:40:00,97824.65
2025-01-04 10:45:00,97848.49
2025-01-04 10:50:00,97826.1
2025-01-04 10:55:00,97789.32
2025-01-04 11:00:00,97771.5
2025-01-04 11:05:00,97733.91
2025-01-04 11:10:00,97771.74
2025-01-04 11:15:00,97777.53
2025-01-04 11:20:00,97774.81
2025-01-04 11:25:00,97758.89
2025-01-04 11:30:00,97774.42
2025-01-04 11:35:00,97809.43
2025-01-04 11:40:00,97839.75
2025-01-04 11:45:00,97832.01
2025-01-04 11:50:00,97917.01
2025-01-04 11:55:00,97889.39
2025-01-04 12:00:00,97905.34
2025-01-04 12:05:00,97847.42
2025-01-04 12:10:00,97840.0
2025-01-04 12:15:00,97841.16
2025-01-04 12:20:00,97949.99
2025-01-04 12:25:00,97921.89
2025-01-04 12:30:00,97917.09
2025-01-04 12:35:00,97931.23
2025-01-04 12:40:00,97867.43
2025-01-04 12:45:00,97857.89
2025-01-04 12:50:00,97860.01
2025-01-04 12:55:00,97888.12
2025-01-04 13:00:00,97889.41
2025-01-04 13:05:00,97946.73
2025-01-04 13:10:00,97896.0
